farm_id,region,state,agro_zone,crop_type,crop_variety,soil_type,farm_size_ha,soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,rainfall_mm,temperature_C,fertilizer_type,fertilizer_amount_kg_ha,irrigation_type,pest_type,pest_severity,rainfall_variability,temperature_stress,extreme_weather,labor_input,soil_degradation,yield_kg_ha
FARM_009419,Northcentral,Kogi,Derived Savanna,Yam,D. rotundata,Sandy,0.5,6.2,15.4,23.0,50.0,745.1,29.7,NPK,116.9,Surface,Aphids,Low,Reduced,Moderate,Drought,Low,Moderate,6187.0
FARM_009420,Northcentral,Nasarawa,Northern Guinea Savanna,Sorghum,Local Kaura,Sandy,0.7,6.4,41.3,14.3,163.5,1452.0,31.6,Urea,7.1,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,High,Moderate,1386.0
FARM_009421,Northeast,Borno,Sahel Savanna,Maize,Local Yellow,Loamy,0.7,5.4,20.4,19.2,157.8,854.8,28.5,NPK,148.8,Drip,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,1175.0
FARM_009422,Northcentral,Nasarawa,Northern Guinea Savanna,Maize,Local White,Sandy,2.1,5.0,43.1,23.5,67.6,1941.7,28.6,NPK,102.7,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Low,Severe,1659.0
FARM_009423,Northcentral,Benue,Northern Guinea Savanna,Maize,TZL Comp,Sandy,1.3,7.5,32.2,5.0,135.4,1426.3,30.5,NPK,30.5,Sprinkler,Stem Borers,Moderate,Erratic,Moderate,Drought,Medium,Moderate,2870.0
FARM_009424,Southsouth,Bayelsa,Humid Forest,Yam,TDr 95/19177,Sandy,1.0,6.6,24.2,27.1,86.9,895.2,29.2,NPK,10.6,Surface,Grasshoppers,Low,Erratic,Moderate,Drought,Medium,Moderate,7983.0
FARM_009425,Northeast,Bauchi,Sudan Savanna,Sorghum,SK5912,Lateritic,0.5,7.2,27.6,19.8,131.9,1522.4,30.3,NPK,111.7,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Severe,2007.0
FARM_009426,Northwest,Sokoto,Sudan Savanna,Onions,Violet de Galmi,Sandy,1.5,7.5,44.6,17.7,80.3,772.8,24.2,Urea,126.6,Surface,Stem Borers,Moderate,Reduced,Moderate,Drought,Low,Moderate,11490.0
FARM_009427,Southeast,Enugu,Humid Forest,Cassava,TMS 30572,Lateritic,1.0,6.4,32.2,25.5,144.8,671.1,24.4,NPK,79.1,Surface,Cassava Mealybug,Low,Erratic,Moderate,Flood,Low,Moderate,6834.0
FARM_009429,Southsouth,Rivers,Humid Forest,Yam,TDr 95/19177,Loamy,0.5,5.8,44.6,28.9,102.8,600.0,32.0,Urea,100.4,Surface,Whiteflies,Moderate,Normal,Moderate,Drought,Medium,Moderate,13784.0
FARM_009430,Northwest,Jigawa,Sudan Savanna,Onions,Kano Red,Loamy,1.2,6.4,36.8,16.0,63.6,2000.0,24.0,Urea,172.3,Surface,Stem Borers,Low,Erratic,Moderate,Drought,Low,Moderate,18027.0
FARM_009431,Northwest,Kaduna,Sudan Savanna,Onions,Kano Red,Loamy,2.3,5.1,33.0,16.5,176.8,2000.0,30.3,Urea,19.0,Surface,Thrips,Moderate,Erratic,Moderate,Drought,Low,Moderate,14330.0
FARM_009432,Southwest,Lagos,Humid Forest,Onions,Local White,Lateritic,1.0,5.8,31.2,14.6,126.9,1207.7,26.9,Organic,93.0,Surface,Aphids,Low,Erratic,Moderate,Drought,Medium,Moderate,15336.0
FARM_009433,Northwest,Kano,Sudan Savanna,Beans,IT89KD-288,Sandy,2.4,5.3,18.3,9.7,82.5,1755.9,24.3,Urea,200.0,Surface,Aphids,Moderate,Normal,Moderate,Drought,Low,Severe,500.0
FARM_009434,Southeast,Enugu,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,0.9,6.4,48.6,12.6,50.0,1453.7,30.2,Organic,100.8,Surface,Fall Armyworm,High,Normal,Moderate,Flood,Low,Moderate,5640.0
FARM_009435,Southeast,Abia,Humid Forest,Cassava,Local Odongbo,Clayey,1.0,7.5,31.9,19.6,78.2,793.7,28.7,NPK,139.5,Surface,Whiteflies,Low,Normal,Moderate,Drought,Medium,Severe,9079.0
FARM_009436,Southeast,Abia,Humid Forest,Rice,FARO 52,Clayey,0.7,5.5,36.0,28.1,88.1,2000.0,25.7,Urea,4.4,Surface,Cassava Mealybug,Low,Erratic,Moderate,Flood,Low,Moderate,2742.0
FARM_009438,Southeast,Anambra,Humid Forest,Rice,FARO 52,Lateritic,0.5,6.5,24.9,8.9,200.0,1863.1,29.4,Urea,45.4,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Medium,Moderate,3505.0
FARM_009441,Southwest,Oyo,Derived Savanna,Sorghum,Local Farafara,Lateritic,1.2,5.6,33.3,13.4,165.6,987.3,32.0,Urea,57.0,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,High,Moderate,2069.0
FARM_009442,Southwest,Ogun,Humid Forest,Yam,D. alata,Lateritic,0.9,5.0,48.2,11.9,111.6,1706.9,30.5,NPK,26.4,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Moderate,9379.0
FARM_009443,Southeast,Abia,Humid Forest,Yam,D. rotundata,Loamy,3.6,6.5,11.8,9.5,148.6,1568.4,28.4,NPK,96.2,Surface,Cassava Mealybug,Moderate,Normal,Moderate,Drought,Medium,Moderate,11073.0
FARM_009444,Southsouth,Edo,Humid Forest,Cassava,Local Odongbo,Lateritic,1.7,6.4,10.0,25.7,95.4,2000.0,23.7,NPK,129.0,Surface,Whiteflies,Low,Normal,High,Drought,Low,Moderate,7178.0
FARM_009446,Southwest,Oyo,Derived Savanna,Yam,D. alata,Loamy,0.6,5.3,42.5,29.6,135.6,1818.6,22.7,Urea,159.1,Surface,Whiteflies,Low,Normal,Moderate,Drought,Medium,Moderate,13665.0
FARM_009447,Northeast,Gombe,Sudan Savanna,Tomato,Roma VF,Lateritic,0.5,6.7,16.4,14.1,172.0,1572.9,25.9,NPK,166.7,Surface,Aphids,Moderate,Erratic,Moderate,Drought,Low,Severe,8805.0
FARM_009448,Northwest,Kaduna,Sudan Savanna,Tomato,Roma VF,Sandy,1.2,5.4,25.3,24.8,90.1,1293.4,28.7,NPK,31.7,Surface,Aphids,Moderate,Reduced,High,Drought,Low,Moderate,5261.0
FARM_009449,Southeast,Imo,Humid Forest,Maize,Local White,Clayey,0.9,6.3,26.0,23.2,185.1,1673.5,29.1,NPK,146.6,Surface,Aphids,Moderate,Normal,Moderate,Drought,Medium,Moderate,3425.0
FARM_009450,Southeast,Imo,Humid Forest,Yam,D. alata,Loamy,2.7,7.3,12.5,27.5,54.5,1028.5,27.3,NPK,169.1,Surface,Pod Borers,Low,Normal,Moderate,Flood,Medium,Severe,8247.0
FARM_009452,Northcentral,Plateau,Northern Guinea Savanna,Cassava,TMS 30572,Clayey,4.9,6.1,31.4,22.3,56.3,1197.6,23.3,Urea,130.6,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,12359.0
FARM_009453,Southwest,Osun,Humid Forest,Cassava,Local Odongbo,Loamy,1.3,5.8,42.7,14.9,165.5,2000.0,27.6,Urea,76.5,Surface,Whiteflies,Low,Normal,Moderate,Drought,High,Moderate,15000.0
FARM_009454,Southwest,Ogun,Humid Forest,Maize,Local White,Clayey,1.8,6.5,33.8,30.0,200.0,1930.3,28.2,NPK,93.8,Surface,Fall Armyworm,Low,Erratic,Moderate,Drought,High,Moderate,1272.0
FARM_009455,Northwest,Katsina,Sudan Savanna,Sorghum,SK5912,Loamy,2.9,6.6,32.7,9.8,58.2,1313.2,31.0,NPK,57.6,Drip,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Low,Severe,728.0
FARM_009456,Southeast,Anambra,Humid Forest,Tomato,Local Jos,Clayey,1.0,6.9,42.8,21.0,129.9,1378.8,32.0,NPK,116.8,Surface,Whiteflies,High,Erratic,Moderate,Flood,Medium,Severe,3076.0
FARM_009457,Southsouth,Delta,Humid Forest,Cassava,Local Odongbo,Loamy,0.9,6.5,48.6,5.8,109.0,2000.0,29.0,NPK,94.8,Surface,Whiteflies,Moderate,Erratic,Moderate,Drought,Low,Moderate,9861.0
FARM_009458,Northwest,Kaduna,Sudan Savanna,Onions,Violet de Galmi,Sandy,0.8,7.3,13.6,21.1,128.2,1041.6,22.5,NPK,0.0,Surface,Aphids,High,Erratic,Moderate,Drought,Low,Severe,8617.0
FARM_009459,Northcentral,Kwara,Northern Guinea Savanna,Sorghum,SK5912,Loamy,2.6,5.4,12.2,23.6,86.5,1633.4,29.7,NPK,38.4,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Medium,Severe,747.0
FARM_009460,Southeast,Anambra,Humid Forest,Cassava,Local Oko-Iyawo,Clayey,0.5,5.1,50.0,5.8,175.7,693.7,27.1,NPK,94.1,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Low,Moderate,7056.0
FARM_009461,Northcentral,Benue,Northern Guinea Savanna,Rice,FARO 52,Loamy,0.5,6.6,30.5,13.5,81.1,924.3,22.5,NPK,11.3,Surface,Locusts,Moderate,Erratic,Moderate,Drought,Medium,Moderate,2896.0
FARM_009462,Southwest,Lagos,Humid Forest,Beans,Local Kanannado,Sandy,1.9,5.8,34.6,22.0,172.0,1075.7,28.7,Organic,76.0,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Medium,Severe,1256.0
FARM_009463,Northwest,Katsina,Sudan Savanna,Onions,Local White,Loamy,1.2,7.4,44.4,16.2,56.4,1003.3,27.5,Urea,148.9,Surface,Aphids,Low,Erratic,Moderate,Drought,High,Moderate,3075.0
FARM_009464,Southsouth,Akwa Ibom,Humid Forest,Yam,D. alata,Clayey,0.5,6.1,21.9,19.6,192.2,620.9,22.0,NPK,116.5,Sprinkler,Fruit Flies,Low,Reduced,Moderate,Drought,Medium,Severe,7771.0
FARM_009465,Northwest,Katsina,Sudan Savanna,Beans,Local Drum,Sandy,0.9,6.7,30.5,8.6,50.0,845.0,23.0,NPK,87.0,Surface,Aphids,Moderate,Reduced,High,Drought,High,Moderate,1420.0
FARM_009466,Northeast,Yobe,Sahel Savanna,Onions,Violet de Galmi,Sandy,3.7,6.9,20.8,19.8,177.4,772.1,31.6,NPK,0.0,Surface,Stem Borers,Moderate,Reduced,Moderate,Drought,Medium,Moderate,15511.0
FARM_009467,Northeast,Gombe,Sudan Savanna,Pepper,Local Shombo,Loamy,0.5,6.5,50.0,24.9,155.6,1190.2,28.1,NPK,48.7,Surface,Aphids,Low,Erratic,Moderate,Drought,Medium,Moderate,3506.0
FARM_009468,Northeast,Taraba,Northern Guinea Savanna,Beans,IT89KD-288,Loamy,2.6,6.7,37.5,30.0,167.2,1336.4,24.7,NPK,196.0,Surface,Aphids,High,Erratic,Moderate,Drought,High,Moderate,1686.0
FARM_009469,Northcentral,Plateau,Northern Guinea Savanna,Yam,D. alata,Clayey,2.2,6.9,20.6,7.5,88.9,882.7,26.4,NPK,65.9,Surface,Aphids,Low,Erratic,Moderate,Drought,Low,Severe,3691.0
FARM_009470,Southsouth,Edo,Humid Forest,Yam,D. rotundata,Lateritic,1.0,6.0,29.1,25.4,95.3,1746.2,28.1,Organic,62.4,Surface,Fruit Flies,Moderate,Normal,Moderate,Flood,Medium,Moderate,5656.0
FARM_009471,Southsouth,Cross River,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,1.1,7.1,23.2,21.0,70.9,901.9,26.9,NPK,99.4,Surface,Whiteflies,Low,Reduced,Moderate,Drought,Medium,Moderate,4483.0
FARM_009472,Northcentral,Plateau,Northern Guinea Savanna,Beans,Local Drum,Sandy,1.9,7.2,21.0,20.4,125.0,845.3,23.8,Urea,174.5,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Moderate,517.0
FARM_009473,Northwest,Zamfara,Sudan Savanna,Sorghum,SK5912,Loamy,1.1,5.7,21.1,5.0,145.7,835.4,23.5,NPK,170.6,Drip,Locusts,Moderate,Reduced,High,Drought,Medium,Moderate,733.0
FARM_009474,Southeast,Ebonyi,Humid Forest,Cassava,Local Oko-Iyawo,Clayey,0.8,6.9,34.2,26.6,168.1,1535.9,31.8,NPK,0.0,Surface,Aphids,Low,Erratic,Moderate,Drought,Low,Moderate,8505.0
FARM_009475,Northeast,Gombe,Sudan Savanna,Pepper,Nsukka Yellow,Sandy,0.5,7.5,25.2,8.2,68.7,600.0,28.7,NPK,31.9,Sprinkler,Aphids,Low,Reduced,Moderate,Drought,Low,Moderate,3514.0
FARM_009476,Northwest,Zamfara,Sudan Savanna,Sorghum,Local Kaura,Sandy,2.0,6.8,40.9,21.1,84.3,1170.7,22.9,Urea,165.1,Drip,Locusts,Moderate,Reduced,High,Drought,Low,Severe,1484.0
FARM_009477,Northeast,Taraba,Northern Guinea Savanna,Sorghum,SK5912,Loamy,0.5,6.1,21.8,21.1,107.8,1225.3,31.0,Urea,62.1,Surface,Locusts,High,Reduced,Moderate,Drought,Medium,Moderate,1616.0
FARM_009478,Northwest,Zamfara,Sudan Savanna,Beans,IT89KD-288,Lateritic,0.6,6.3,50.0,22.2,57.9,1904.5,28.5,NPK,74.8,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,1341.0
FARM_009479,Southeast,Imo,Humid Forest,Yam,D. alata,Clayey,2.0,5.2,33.2,13.1,174.6,1465.8,27.2,Organic,150.6,Surface,Fruit Flies,Low,Normal,Moderate,Drought,Medium,Moderate,7182.0
FARM_009480,Southwest,Ekiti,Humid Forest,Maize,Local Yellow,Lateritic,1.7,5.5,19.2,15.2,62.6,1302.7,23.0,Organic,67.8,Surface,Whiteflies,Moderate,Normal,Moderate,Drought,Medium,Moderate,2671.0
FARM_009481,Southwest,Osun,Humid Forest,Maize,Local Yellow,Lateritic,0.5,7.5,23.0,20.0,190.8,1144.7,31.4,NPK,0.6,Surface,Grasshoppers,Low,Normal,Moderate,Drought,Low,Moderate,2179.0
FARM_009482,Southeast,Anambra,Humid Forest,Onions,Local White,Sandy,2.5,6.3,50.0,25.8,112.5,1123.0,25.0,Organic,33.8,Surface,Aphids,Low,Normal,High,Drought,Low,Moderate,13985.0
FARM_009483,Northcentral,FCT,Northern Guinea Savanna,Onions,Kano Red,Loamy,0.6,5.3,26.2,17.6,164.2,966.2,29.2,NPK,135.5,Surface,Thrips,Moderate,Erratic,Moderate,Drought,Medium,Moderate,21711.0
FARM_009484,Northwest,Jigawa,Sudan Savanna,Sorghum,SK5912,Loamy,2.0,6.1,42.8,8.1,159.8,1203.1,23.7,NPK,69.0,Surface,Stem Borers,Low,Erratic,Moderate,Drought,Low,Moderate,1468.0
FARM_009486,Northcentral,Niger,Northern Guinea Savanna,Beans,Local Drum,Loamy,0.5,7.5,43.1,23.1,130.3,757.7,30.0,NPK,52.5,Surface,Aphids,Moderate,Reduced,Moderate,Drought,Low,Severe,537.0
FARM_009487,Southwest,Ekiti,Humid Forest,Cassava,Local Odongbo,Sandy,1.0,5.8,25.6,29.6,184.1,1172.8,22.0,Urea,140.7,Surface,Fall Armyworm,Low,Erratic,Moderate,Drought,Low,Moderate,9356.0
FARM_009488,Southwest,Ekiti,Humid Forest,Yam,TDr 95/19177,Clayey,4.4,6.3,50.0,24.0,131.7,1393.5,24.3,NPK,123.0,Surface,Whiteflies,Low,Normal,Moderate,Drought,Medium,Moderate,10720.0
FARM_009489,Southwest,Oyo,Derived Savanna,Beans,Local Kanannado,Clayey,0.6,5.8,48.3,24.8,77.6,1042.4,28.9,Organic,32.3,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Flood,High,Severe,590.0
FARM_009490,Southsouth,Akwa Ibom,Humid Forest,Yam,TDr 95/19177,Loamy,2.5,6.7,37.7,10.7,182.9,1786.3,30.7,NPK,119.0,Surface,Grasshoppers,Low,Normal,Moderate,Flood,Medium,Moderate,8694.0
FARM_009491,Northcentral,Kogi,Derived Savanna,Cassava,Local Oko-Iyawo,Loamy,3.0,7.1,32.0,25.0,116.7,1644.7,26.2,NPK,30.5,Surface,Aphids,Low,Normal,Moderate,Drought,Medium,Moderate,13061.0
FARM_009492,Southwest,Oyo,Derived Savanna,Sorghum,SK5912,Loamy,0.5,6.7,16.6,18.2,188.2,841.8,24.0,NPK,46.9,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Moderate,1481.0
FARM_009493,Southeast,Anambra,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,1.2,5.7,27.0,18.9,108.5,719.6,24.8,Urea,113.9,Surface,Whiteflies,Moderate,Erratic,Moderate,Flood,Low,Moderate,4808.0
FARM_009494,Southwest,Oyo,Derived Savanna,Tomato,Local Jos,Loamy,2.4,7.2,34.8,18.3,54.6,1105.6,30.2,NPK,200.0,Surface,Tomato Leaf Miner,Low,Reduced,Moderate,Flood,Medium,Moderate,5512.0
FARM_009495,Northcentral,Niger,Northern Guinea Savanna,Sorghum,SK5912,Loamy,0.7,5.2,27.7,9.1,200.0,2000.0,24.9,NPK,116.5,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Low,Moderate,879.0
FARM_009496,Southsouth,Bayelsa,Humid Forest,Pepper,Local Shombo,Loamy,1.5,5.7,36.6,20.8,61.0,1713.9,24.0,NPK,80.3,Surface,Fruit Flies,Low,Normal,Moderate,Drought,Low,Moderate,6687.0
FARM_009497,Southsouth,Edo,Humid Forest,Pepper,Cayenne,Loamy,2.3,5.8,46.8,24.7,84.1,657.5,24.1,Urea,185.0,Surface,Fruit Flies,High,Erratic,Moderate,Drought,Medium,Moderate,6970.0
FARM_009498,Southsouth,Bayelsa,Humid Forest,Maize,Local Yellow,Lateritic,0.7,5.6,10.9,9.1,119.7,908.8,27.8,Urea,22.7,Surface,Cassava Mealybug,Low,Erratic,Moderate,Drought,High,Moderate,2664.0
FARM_009499,Northeast,Adamawa,Sudan Savanna,Beans,IT89KD-288,Sandy,0.7,5.5,20.7,13.0,154.8,1253.8,26.0,NPK,140.9,Surface,Fall Armyworm,Moderate,Erratic,High,Drought,Medium,Severe,1277.0
FARM_009500,Southeast,Anambra,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,1.3,6.2,21.6,27.1,102.4,1482.5,25.9,NPK,94.8,Surface,Cassava Mealybug,Moderate,Erratic,Moderate,Drought,Low,Moderate,7131.0
FARM_009501,Northcentral,Nasarawa,Northern Guinea Savanna,Sorghum,SK5912,Sandy,4.0,6.4,50.0,5.7,109.9,817.9,29.5,NPK,184.1,Surface,Locusts,Moderate,Erratic,Moderate,Drought,Low,Moderate,1152.0
FARM_009502,Northwest,Kaduna,Sudan Savanna,Beans,IT89KD-288,Sandy,1.9,7.3,47.8,21.3,130.5,2000.0,24.6,Urea,105.8,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Medium,Moderate,1729.0
FARM_009503,Northcentral,FCT,Northern Guinea Savanna,Tomato,Local Jos,Sandy,0.5,5.7,37.4,18.1,80.6,2000.0,26.6,NPK,28.2,Surface,Aphids,Moderate,Erratic,Moderate,Drought,Medium,Moderate,10712.0
FARM_009504,Northeast,Bauchi,Sudan Savanna,Sorghum,SK5912,Sandy,0.8,7.5,38.1,20.7,149.8,866.1,30.8,Urea,86.1,Drip,Stem Borers,Low,Reduced,Moderate,Drought,Low,Moderate,1997.0
FARM_009505,Southsouth,Cross River,Humid Forest,Cassava,Local Oko-Iyawo,Clayey,0.7,6.5,49.3,12.8,68.2,1454.7,28.8,NPK,42.9,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Medium,Moderate,12014.0
FARM_009507,Southwest,Ogun,Humid Forest,Maize,TZL Comp,Lateritic,1.1,5.3,32.2,5.4,200.0,600.0,22.0,Organic,65.9,Surface,Tomato Leaf Miner,Low,Reduced,Moderate,Flood,Medium,Severe,1325.0
FARM_009508,Northcentral,Nasarawa,Northern Guinea Savanna,Tomato,Roma VF,Loamy,1.8,6.8,12.5,8.5,187.4,1923.7,29.1,NPK,67.4,Surface,Aphids,Low,Erratic,Moderate,Drought,Low,Moderate,3564.0
FARM_009509,Southeast,Imo,Humid Forest,Cassava,Local Odongbo,Lateritic,1.0,7.5,50.0,9.5,133.6,1001.1,31.9,Urea,195.0,Surface,Cassava Mealybug,High,Reduced,Moderate,Drought,Low,Moderate,4835.0
FARM_009510,Southwest,Ondo,Humid Forest,Maize,TZL Comp,Loamy,0.5,6.7,23.4,13.8,184.6,623.9,30.4,Urea,200.0,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,2179.0
FARM_009511,Northcentral,Plateau,Northern Guinea Savanna,Sorghum,Local Kaura,Clayey,2.3,5.2,29.1,12.3,132.7,783.2,22.6,NPK,0.0,Surface,Fall Armyworm,Moderate,Reduced,Moderate,Drought,Low,Moderate,712.0
FARM_009512,Northcentral,Kogi,Derived Savanna,Yam,D. rotundata,Loamy,1.6,6.3,28.3,7.5,167.4,1434.3,26.3,NPK,161.0,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Medium,Severe,7290.0
FARM_009513,Southwest,Oyo,Derived Savanna,Yam,D. alata,Loamy,0.5,6.5,50.0,12.4,84.2,991.2,24.7,Urea,140.6,Surface,Thrips,Moderate,Erratic,Moderate,Drought,Low,Moderate,9734.0
FARM_009514,Northcentral,Niger,Northern Guinea Savanna,Beans,IT89KD-288,Loamy,4.8,5.0,50.0,7.5,140.5,1873.0,31.4,NPK,43.2,Surface,Fall Armyworm,High,Normal,Moderate,Flood,Medium,Moderate,575.0
FARM_009515,Northcentral,Kwara,Northern Guinea Savanna,Maize,TZL Comp,Clayey,0.6,7.4,12.0,22.6,82.4,602.7,25.1,NPK,6.3,Drip,Stem Borers,Low,Erratic,Moderate,Drought,Medium,Moderate,3888.0
FARM_009517,Southsouth,Akwa Ibom,Humid Forest,Pepper,Cayenne,Loamy,2.2,6.4,22.8,24.5,86.5,1145.2,25.9,Organic,69.6,Surface,Fruit Flies,High,Reduced,Moderate,Drought,Medium,Moderate,3058.0
FARM_009518,Northwest,Jigawa,Sudan Savanna,Sorghum,SK5912,Sandy,0.5,5.4,18.0,22.8,70.8,1729.9,24.9,Urea,164.5,Surface,Locusts,Low,Normal,Moderate,Drought,Medium,Moderate,2149.0
FARM_009520,Southsouth,Rivers,Humid Forest,Maize,TZL Comp,Clayey,0.5,7.4,44.4,25.7,70.5,1660.8,28.1,NPK,200.0,Surface,Grasshoppers,Low,Normal,Moderate,Flood,Medium,Severe,2433.0
FARM_009521,Southeast,Enugu,Humid Forest,Tomato,UC82B,Clayey,1.2,5.0,20.2,21.8,87.3,1284.7,24.6,Urea,107.2,Surface,Whiteflies,Moderate,Normal,Moderate,Drought,Low,Moderate,11822.0
FARM_009522,Northcentral,Niger,Northern Guinea Savanna,Tomato,Roma VF,Loamy,4.0,6.6,26.2,9.9,51.7,1583.5,29.0,Organic,46.0,Sprinkler,Aphids,Low,Normal,Moderate,Flood,Medium,Moderate,6152.0
FARM_009523,Northeast,Gombe,Sudan Savanna,Beans,Local Drum,Sandy,0.5,6.5,40.1,15.6,87.6,1164.1,24.9,Organic,51.8,Surface,Pod Borers,Moderate,Erratic,Moderate,Drought,Medium,Moderate,500.0
FARM_009524,Northcentral,Kwara,Northern Guinea Savanna,Beans,IT89KD-288,Loamy,2.1,5.8,39.6,20.7,151.2,1552.5,22.8,Urea,151.4,Surface,Fall Armyworm,Low,Normal,Moderate,Flood,Low,Moderate,500.0
FARM_009525,Southwest,Lagos,Humid Forest,Cassava,Local Odongbo,Lateritic,1.9,6.0,20.8,9.8,141.3,1163.1,23.7,NPK,112.0,Surface,Aphids,Low,Normal,Moderate,Flood,Medium,Moderate,9128.0
FARM_009526,Southsouth,Bayelsa,Humid Forest,Maize,Local White,Loamy,1.4,6.2,16.6,11.9,187.5,1038.3,27.9,NPK,56.6,Surface,Grasshoppers,Moderate,Normal,Moderate,Drought,Medium,Moderate,2639.0
FARM_009527,Northwest,Sokoto,Sudan Savanna,Sorghum,SK5912,Sandy,1.0,7.2,37.1,10.0,127.4,2000.0,23.2,NPK,110.1,Surface,Aphids,Low,Erratic,Moderate,Drought,Medium,Severe,1118.0
FARM_009528,Southwest,Lagos,Humid Forest,Pepper,Cayenne,Loamy,2.9,6.7,21.8,24.6,50.0,748.7,27.9,Organic,20.6,Surface,Aphids,Moderate,Erratic,Moderate,Drought,Medium,Moderate,2175.0
FARM_009529,Northeast,Yobe,Sahel Savanna,Sorghum,Local Farafara,Sandy,0.5,7.5,29.6,20.8,147.6,824.6,23.9,NPK,167.6,Surface,Fall Armyworm,High,Reduced,High,Drought,Low,Moderate,628.0
FARM_009530,Northeast,Adamawa,Sudan Savanna,Beans,IT89KD-288,Sandy,3.1,6.5,11.1,15.1,130.9,1512.2,30.1,NPK,169.7,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Low,Moderate,1760.0
FARM_009531,Southwest,Ekiti,Humid Forest,Cassava,Local Odongbo,Lateritic,1.1,6.1,22.8,15.7,181.8,729.1,27.7,Urea,24.1,Surface,Aphids,Moderate,Reduced,Moderate,Drought,Low,Moderate,5424.0
FARM_009532,Northeast,Yobe,Sahel Savanna,Sorghum,SK5912,Loamy,2.4,5.8,19.7,22.4,152.0,1035.6,23.8,Urea,93.9,Surface,Aphids,Low,Reduced,Moderate,Drought,Low,Moderate,1343.0
FARM_009533,Southsouth,Akwa Ibom,Humid Forest,Onions,Local White,Loamy,0.5,6.9,34.8,11.3,102.0,1052.6,22.0,NPK,194.4,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,High,Moderate,11133.0
FARM_009534,Northwest,Kano,Sudan Savanna,Sorghum,SK5912,Sandy,0.5,6.1,20.4,8.8,138.1,744.8,24.1,Urea,185.3,Sprinkler,Locusts,High,Reduced,Moderate,Drought,Low,Moderate,765.0
FARM_009536,Southsouth,Bayelsa,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,1.3,7.5,49.3,14.9,70.9,1559.5,26.2,Urea,11.6,Surface,Whiteflies,Low,Normal,Moderate,Drought,Low,Severe,7447.0
FARM_009537,Northcentral,Nasarawa,Northern Guinea Savanna,Beans,Local Drum,Loamy,1.5,5.0,10.0,27.9,151.7,1376.1,26.5,Urea,200.0,Surface,Fall Armyworm,High,Reduced,Moderate,Drought,Low,Moderate,995.0
FARM_009538,Northwest,Katsina,Sudan Savanna,Onions,Violet de Galmi,Loamy,0.5,6.8,29.4,11.6,155.0,1435.6,25.9,Urea,24.0,Surface,Aphids,Low,Reduced,High,Drought,Medium,Moderate,5195.0
FARM_009539,Southwest,Oyo,Derived Savanna,Yam,TDr 95/19177,Sandy,0.5,7.0,17.0,7.6,83.1,1403.6,24.0,Organic,112.4,Surface,Grasshoppers,Moderate,Normal,Moderate,Drought,Medium,Moderate,13645.0
FARM_009541,Southwest,Oyo,Derived Savanna,Rice,Local Ofada,Loamy,0.5,5.9,28.5,11.0,148.8,1268.8,24.5,NPK,17.3,Surface,Stem Borers,Low,Reduced,Moderate,Drought,Medium,Moderate,2388.0
FARM_009542,Southeast,Imo,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,0.5,6.5,25.2,26.5,96.5,1984.0,29.2,NPK,101.9,Surface,Cassava Mealybug,High,Erratic,Moderate,Flood,Medium,Severe,2744.0
FARM_009543,Southeast,Abia,Humid Forest,Cassava,Local Oko-Iyawo,Loamy,2.9,5.1,17.6,5.0,126.7,898.2,24.7,NPK,0.0,Surface,Whiteflies,Low,Erratic,Moderate,Drought,Medium,Moderate,12405.0
FARM_009544,Southsouth,Cross River,Humid Forest,Maize,Local White,Lateritic,0.8,6.4,19.1,27.8,165.7,601.4,23.5,NPK,98.5,Surface,Grasshoppers,High,Erratic,High,Flood,Low,Moderate,976.0
